20.773,22.098,
16.371,24.460,
26.337,22.851,
14.315,19.135,
16.825,22.517,
21.164,23.240,
19.326,21.032,
20.264,20.387,
18.238,20.220,
20.270,18.778,
23.606,19.866,
21.438,27.980,
15.952,21.163,
16.923,21.894,
17.791,19.483,
17.025,17.724,
16.331,19.405,
14.581,22.849,
19.395,20.502,
15.571,17.807,
14.477,13.856,
21.628,18.593,
21.100,18.892,
13.670,18.835,
14.491,17.881,
19.267,16.563,
11.956,16.178,
16.168,17.669,
21.159,18.320,
17.572,17.821,
14.423,16.237,
17.360,20.992,
17.267,19.186,
21.818,21.143,
15.462,19.466,
20.523,21.056,
15.105,20.762,
17.167,19.357,
17.094,20.672,
19.144,21.159,
23.788,21.119,
15.512,15.464,
14.444,17.421,
13.581,17.604,
20.690,17.452,
11.987,19.314,
14.427,21.566,
16.532,23.966,
25.646,19.838,
27.694,19.889,
20.390,14.945,
16.894,15.550,
12.435,16.402,
14.300,15.016,
12.683,17.179,
16.095,20.387,
18.482,18.118,
15.964,18.192,
12.189,18.440,
14.774,16.611,
15.430,16.231,
14.904,18.602,
11.583,20.073,
11.958,17.237,
13.563,18.136,
14.481,19.163,
15.489,18.705,
17.649,22.076,
20.301,17.385,
15.718,21.805,
16.342,17.894,
13.335,16.988,
11.797,16.546,
19.583,17.907,
14.809,16.048,
16.553,14.363,
11.498,18.435,
15.093,16.045,
11.532,18.091,
15.040,18.045,
19.288,16.536,
10.944,15.846,
13.111,17.271,
14.765,18.729,
17.384,16.785,
15.105,18.907,
12.194,13.576,
12.707,16.478,
13.200,16.718,
12.497,16.172,
12.875,14.327,
13.513,13.782,
15.167,16.542,
13.091,16.904,
14.505,18.753,
15.633,19.524,
15.324,17.711,
21.157,15.806,
21.235,19.367,
14.048,17.085,
15.873,19.673,
18.157,22.047,
14.431,15.594,
14.166,15.184,
20.092,18.562,
15.453,16.541,
17.384,16.752,
13.332,17.092,
17.579,18.301,
13.650,20.114,
15.632,18.263,
13.210,21.563,
17.852,15.569,
16.113,16.612,
9.831,17.447,
12.346,15.812,
11.284,16.605,
11.831,14.264,
13.982,16.035,
12.622,19.411,
18.315,16.698,
13.883,17.382,
12.957,14.261,
11.621,17.071,
10.441,14.232,
10.055,15.136,
11.934,14.000,
13.645,15.921,
11.625,14.921,
14.908,17.308,
13.614,17.153,
9.169,14.165,
12.967,16.885,
11.176,17.321,
15.436,18.262,
11.384,19.251,
13.444,18.695,
12.759,18.342,
15.238,17.017,
13.956,17.718,
12.958,14.625,
12.700,15.365,
12.352,17.153,
14.178,16.384,
13.907,19.437,
15.782,26.851,
13.982,16.537,
12.107,18.914,
14.390,17.104,
12.691,16.758,
10.713,15.778,
16.880,17.708,
27.541,27.003,
20.035,16.345,
16.785,17.571,
19.240,21.435,
20.079,19.082,
14.683,19.280,
18.921,17.189,
12.771,20.042,
20.859,16.269,
12.595,16.499,
12.205,16.519,
13.011,19.357,
12.196,19.597,
16.038,19.001,
24.192,20.358,
15.130,18.895,
14.318,18.006,
19.111,21.451,
15.771,21.073,
20.022,19.786,
19.123,14.204,
13.077,17.401,
16.569,20.437,
15.843,19.334,
17.325,17.528,
22.901,25.351,
27.017,24.768,
19.141,27.199,
23.512,27.303,
23.912,26.668,
28.984,19.627,
17.208,19.929,
16.540,21.626,
17.304,20.433,
18.337,20.547,
16.660,23.012,
19.871,25.877,
24.145,22.365,
21.081,23.299,
19.598,21.843,
18.718,24.385,
21.268,18.252,
15.351,21.984,
22.525,24.065,
24.764,22.810,
18.821,22.316,
24.303,20.789,
21.739,20.783,
22.819,20.236,
17.222,19.742,
17.078,20.640,
16.964,23.050,
20.068,19.159,
17.259,19.560,
21.864,23.019,
20.224,24.818,
21.094,21.637,
13.309,19.521,
16.411,18.213,
17.209,22.158,
18.962,16.778,
15.593,18.137,
15.303,16.839,
20.868,16.734,
15.015,15.386,
13.251,15.932,
12.737,18.614,
15.554,19.751,
14.167,18.771,
14.149,21.121,
13.472,19.248,
12.079,18.854,
17.300,18.814,
14.172,19.325,
14.565,17.929,
13.741,16.406,
13.600,18.914,
10.970,16.303,
12.757,16.851,
16.983,18.189,
14.798,16.130,
14.740,18.028,
12.225,17.742,
13.526,17.286,
13.051,17.473,
17.904,18.099,
12.542,17.607,
12.995,17.946,
18.337,18.446,
14.757,17.766,
15.423,20.441,
19.869,18.842,
15.239,19.976,
20.289,17.700,
13.111,17.555,
15.905,17.584,
12.843,17.447,
12.462,14.500,
14.487,15.837,
10.573,17.350,
10.768,16.991,
15.510,21.793,
16.102,15.927,
12.279,16.435,
12.071,15.811,
11.798,17.726,
12.915,17.933,
11.914,17.829,
12.520,13.698,
12.403,17.196,
12.843,16.332,
10.666,15.146,
11.633,19.488,
17.052,21.345,
15.479,15.863,
13.183,20.416,
10.953,14.344,
13.017,14.661,
11.561,15.042,
12.089,19.201,
14.252,21.771,
15.731,20.824,
12.613,19.066,
22.183,21.355,
14.263,21.830,
17.067,21.977,
16.415,18.053,
15.783,17.699,
14.296,17.663,
13.024,17.266,
15.473,16.844,
12.061,12.384,
12.184,17.629,
12.219,17.146,
13.001,18.462,
13.802,17.412,
15.124,21.409,
14.674,17.265,
12.359,15.268,
12.950,17.376,
11.325,16.314,
10.858,18.802,
15.967,18.193,
14.007,18.427,
13.836,16.281,
11.432,15.109,
11.265,17.338,
17.341,16.889,
15.387,17.658,
10.501,16.961,
14.200,18.366,
17.054,19.890,
17.256,18.057,
17.997,21.968,
13.631,18.957,
14.775,18.574,
12.410,18.150,
20.432,18.413,
16.841,18.192,
23.842,18.149,
20.610,19.395,
15.018,18.353,
18.830,20.421,
14.714,18.720,
16.751,15.446,
19.625,18.501,
14.002,18.629,
18.017,19.865,
13.763,17.465,
18.865,15.455,
13.902,20.031,
11.957,17.855,
15.875,18.159,
13.643,17.419,
13.717,17.896,
15.220,19.938,
19.222,20.057,
17.591,20.341,
14.982,17.460,
16.053,18.857,
17.492,17.980,
14.803,19.071,
17.730,19.325,
16.033,18.667,
18.750,16.739,
16.578,19.096,
13.452,21.935,
23.126,22.218,
21.825,21.447,
27.179,21.213,
15.942,20.145,
16.634,19.288,
16.267,19.770,
16.288,21.843,
17.969,17.113,
14.879,22.395,
21.488,18.675,
26.694,21.292,
28.715,28.017,
20.642,23.240,
23.082,18.360,
21.872,21.874,
20.977,19.337,
25.918,25.629,
27.133,25.572,
36.868,35.673,
35.355,54.411,
37.741,39.001,
33.039,29.330,
33.912,32.849,
32.362,20.228,
30.903,32.235,
32.474,21.324,
19.369,22.469,
14.536,19.411,
15.301,19.080,
18.817,20.386,
19.555,21.076,
18.125,19.845,
24.324,26.458,
25.140,23.992,
20.449,25.961,
17.258,22.895,
24.658,23.648,
16.056,15.966,
14.163,17.456,
15.641,19.893,
23.718,23.017,
28.855,19.319,
17.788,19.588,
19.653,23.660,
27.733,23.553,
21.285,18.628,
19.211,20.563,
16.539,16.452,
11.200,16.997,
11.129,18.266,
13.527,20.091,
12.933,16.236,
